시군구,단지명,계약월,전용면적(㎡),거래금액_만원,거래금액_억원,면적구간
서울특별시 강남구 도곡동,도곡렉슬,2024-11-01,114.9931,384000,38.4,85-120㎡
서울특별시 강남구 도곡동,아카데미스위트1,2024-11-01,128.74,220000,22.0,120㎡ 초과
서울특별시 강남구 개포동,개포주공7단지,2024-11-01,53.46,240000,24.0,40-60㎡
서울특별시 강남구 청담동,래미안청담로이뷰,2024-11-01,110.2,287000,28.7,85-120㎡
서울특별시 강남구 도곡동,도곡3차아이파크,2024-11-01,155.97,282000,28.2,120㎡ 초과
서울특별시 강남구 수서동,강남데시앙포레,2024-11-01,59.97,155000,15.5,40-60㎡
서울특별시 강남구 일원동,수서,2024-11-01,39.98,85000,8.5,40㎡ 이하
서울특별시 강남구 도곡동,럭키(963),2024-11-01,84.97,209500,20.95,60-85㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-11-01,128.01,410000,41.0,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션1,2024-11-01,84.48,329000,32.9,60-85㎡
서울특별시 강남구 삼성동,삼성동롯데아파트,2024-11-01,91.77,240000,24.0,85-120㎡
서울특별시 강남구 도곡동,도곡1차아이파크,2024-11-01,84.122,220000,22.0,60-85㎡
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-11-01,84.236,299000,29.9,60-85㎡
서울특별시 강남구 역삼동,역삼디오슈페리움,2024-11-01,84.34,125300,12.53,60-85㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-11-01,84.73,333000,33.3,60-85㎡
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-11-01,40.763,149000,14.9,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-11-01,96.93,330000,33.0,85-120㎡
서울특별시 강남구 청담동,삼성청담공원아파트,2024-11-01,84.96,185000,18.5,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-11-01,53.06,234500,23.45,40-60㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-11-01,33.18,104500,10.45,40㎡ 이하
서울특별시 강남구 수서동,까치마을,2024-11-01,34.44,90000,9.0,40㎡ 이하
서울특별시 강남구 수서동,수서한아름,2024-11-01,129.45,201000,20.1,120㎡ 초과
서울특별시 강남구 수서동,까치마을,2024-11-01,49.5,131000,13.1,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-11-01,34.44,87900,8.79,40㎡ 이하
서울특별시 강남구 개포동,개포주공6단지,2024-11-01,53.06,234500,23.45,40-60㎡
서울특별시 강남구 개포동,개포더샵트리에,2024-11-01,108.0923,266500,26.65,85-120㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-11-01,49.86,153000,15.3,40-60㎡
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-11-01,43.842,163200,16.32,40-60㎡
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-11-01,144.7,600000,60.0,120㎡ 초과
서울특별시 강남구 수서동,까치마을,2024-11-01,39.6,102000,10.2,40㎡ 이하
서울특별시 강남구 수서동,까치마을,2024-11-01,49.5,120000,12.0,40-60㎡
서울특별시 강남구 압구정동,현대3차(61~64동),2024-11-01,82.5,414000,41.4,60-85㎡
서울특별시 강남구 개포동,개포주공5단지,2024-11-01,74.25,297000,29.7,60-85㎡
서울특별시 강남구 청담동,대우유로카운티,2024-11-01,121.48,260000,26.0,120㎡ 초과
서울특별시 강남구 역삼동,역삼푸르지오,2024-11-01,59.8848,218000,21.8,40-60㎡
서울특별시 강남구 개포동,개포주공5단지,2024-11-01,74.25,297000,29.7,60-85㎡
서울특별시 강남구 대치동,대치삼성,2024-11-01,97.35,301500,30.15,85-120㎡
서울특별시 강남구 도곡동,삼성래미안,2024-11-01,59.96,218000,21.8,40-60㎡
서울특별시 강남구 역삼동,래미안그레이튼(진달래2차),2024-11-01,120.37,310000,31.0,120㎡ 초과
서울특별시 강남구 압구정동,"현대1차(12,13,21,22,31,32,33동)",2024-11-01,131.48,575000,57.5,120㎡ 초과
서울특별시 강남구 자곡동,강남자곡아이파크,2024-11-01,84.92,154000,15.4,60-85㎡
서울특별시 강남구 대치동,동부센트레빌,2024-11-01,145.83,476000,47.6,120㎡ 초과
서울특별시 강남구 역삼동,래미안그레이튼(진달래2차),2024-11-01,120.37,310000,31.0,120㎡ 초과
서울특별시 강남구 도곡동,도곡3차아이파크,2024-11-01,155.97,230000,23.0,120㎡ 초과
서울특별시 강남구 역삼동,역삼래미안,2024-11-01,59.53,201000,20.1,40-60㎡
서울특별시 강남구 대치동,개포우성1,2024-11-01,127.61,445000,44.5,120㎡ 초과
서울특별시 강남구 논현동,신동아(22),2024-11-01,84.52,173400,17.34,60-85㎡
서울특별시 강남구 논현동,동현아파트1~6,2024-11-01,84.92,215000,21.5,60-85㎡
서울특별시 강남구 논현동,아크로힐스논현,2024-11-01,84.13,248000,24.8,60-85㎡
서울특별시 강남구 청담동,청담동삼성1차(101동),2024-11-01,59.4,155000,15.5,40-60㎡
서울특별시 강남구 압구정동,현대3차(61~64동),2024-11-01,82.5,430000,43.0,60-85㎡
서울특별시 강남구 압구정동,신현대9차,2024-11-01,152.39,710000,71.0,120㎡ 초과
서울특별시 강남구 도곡동,삼익,2024-11-01,104.01,194000,19.4,85-120㎡
서울특별시 강남구 도곡동,현대그린1,2024-11-01,84.93,171000,17.1,60-85㎡
서울특별시 강남구 역삼동,대명벨리온,2024-11-01,17.684,15000,1.5,40㎡ 이하
서울특별시 강남구 대치동,대치푸르지오써밋,2024-11-01,102.3261,370000,37.0,85-120㎡
서울특별시 강남구 대치동,세연파크뷰,2024-11-01,83.58,137000,13.7,60-85㎡
서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",2024-11-01,157.36,700000,70.0,120㎡ 초과
서울특별시 강남구 압구정동,한양7,2024-11-01,106.22,400000,40.0,85-120㎡
서울특별시 강남구 역삼동,한화진넥스빌,2024-11-01,34.82,31700,3.17,40㎡ 이하
서울특별시 강남구 대치동,동부센트레빌,2024-11-01,145.83,495000,49.5,120㎡ 초과
서울특별시 강남구 압구정동,한양1차(영동한양),2024-11-01,91.21,437000,43.7,85-120㎡
서울특별시 강남구 도곡동,도곡1차아이파크,2024-11-01,84.122,225000,22.5,60-85㎡
서울특별시 강남구 도곡동,삼성래미안,2024-11-01,59.96,157000,15.7,40-60㎡
서울특별시 강남구 도곡동,대우디오빌,2024-11-01,31.81,31000,3.1,40㎡ 이하
서울특별시 강남구 도곡동,도곡우성아파트,2024-11-01,84.83,204000,20.4,60-85㎡
서울특별시 강남구 일원동,목련타운,2024-11-01,99.79,233000,23.3,85-120㎡
서울특별시 강남구 일원동,수서,2024-11-01,52.29,110000,11.0,40-60㎡
서울특별시 강남구 세곡동,강남데시앙파크,2024-11-01,84.95,105000,10.5,60-85㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-11-01,39.53,120500,12.05,40㎡ 이하
서울특별시 강남구 청담동,청담건영,2024-11-01,84.595,350000,35.0,60-85㎡
서울특별시 강남구 신사동,래미안신사,2024-11-01,84.89,218000,21.8,60-85㎡
서울특별시 강남구 도곡동,현대아파트1동~3동,2024-11-01,84.96,171000,17.1,60-85㎡
서울특별시 강남구 도곡동,현대아파트1동~3동,2024-11-01,84.96,171000,17.1,60-85㎡
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",2024-11-01,83.56,180000,18.0,60-85㎡
서울특별시 강남구 개포동,현대2,2024-11-01,84.81,269000,26.9,60-85㎡
서울특별시 강남구 개포동,개포6차우성아파트1동~8동,2024-11-01,79.97,207000,20.7,60-85㎡
서울특별시 강남구 압구정동,신현대11차,2024-11-01,183.41,860000,86.0,120㎡ 초과
서울특별시 강남구 수서동,까치마을,2024-11-01,34.44,90000,9.0,40㎡ 이하
서울특별시 강남구 수서동,삼익,2024-11-01,84.48,184000,18.4,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-11-01,60.13,260000,26.0,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-11-01,49.86,150000,15.0,40-60㎡
서울특별시 강남구 압구정동,미성1차,2024-11-01,153.35,550000,55.0,120㎡ 초과
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-11-01,144.7,600000,60.0,120㎡ 초과
서울특별시 강남구 대치동,대치아이파크,2024-11-01,84.98,326000,32.6,60-85㎡
서울특별시 강남구 도곡동,삼성래미안,2024-11-01,122.81,340000,34.0,120㎡ 초과
서울특별시 강남구 도곡동,삼익,2024-11-01,153.71,263000,26.3,120㎡ 초과
서울특별시 강남구 대치동,대치아이파크,2024-11-01,119.58,405000,40.5,85-120㎡
서울특별시 강남구 수서동,까치마을,2024-11-01,34.44,87000,8.7,40㎡ 이하
서울특별시 강남구 대치동,대치아이파크,2024-11-01,59.96,255000,25.5,40-60㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-11-01,94.49,422000,42.2,85-120㎡
서울특별시 강남구 대치동,대치삼성,2024-11-01,97.35,298500,29.85,85-120㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-11-01,114.14,520000,52.0,85-120㎡
서울특별시 강남구 대치동,은마,2024-11-01,76.79,272000,27.2,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-11-01,176.72,480000,48.0,120㎡ 초과
서울특별시 강남구 개포동,삼익대청아파트,2024-11-01,60.0,177500,17.75,40-60㎡
서울특별시 강남구 개포동,대치푸르지오발라드,2024-11-01,41.3882,102918,10.2918,40-60㎡
서울특별시 강남구 청담동,삼성청담아파트,2024-11-01,84.98,187500,18.75,60-85㎡
서울특별시 강남구 청담동,청담자이,2024-11-01,89.356,450000,45.0,85-120㎡
서울특별시 강남구 청담동,청담건영,2024-11-01,84.595,340000,34.0,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-11-01,84.9984,344500,34.45,60-85㎡
서울특별시 강남구 대치동,대치아이파크,2024-11-01,149.78,465000,46.5,120㎡ 초과
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-11-01,121.71,345000,34.5,120㎡ 초과
서울특별시 강남구 일원동,샘터마을,2024-11-01,101.97,225000,22.5,85-120㎡
서울특별시 강남구 삼성동,롯데캐슬프레미어,2024-11-01,121.931,350000,35.0,120㎡ 초과
서울특별시 강남구 압구정동,신현대9차,2024-11-01,152.39,670000,67.0,120㎡ 초과
서울특별시 강남구 수서동,동익,2024-11-01,84.46,163000,16.3,60-85㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-11-01,39.53,121500,12.15,40㎡ 이하
서울특별시 강남구 개포동,개포주공5단지,2024-11-01,74.25,297000,29.7,60-85㎡
서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",2024-11-01,157.36,628000,62.8,120㎡ 초과
서울특별시 강남구 압구정동,현대3차(61~64동),2024-11-01,82.5,395000,39.5,60-85㎡
서울특별시 강남구 압구정동,현대3차(61~64동),2024-11-01,82.5,395000,39.5,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-11-01,163.28,420000,42.0,120㎡ 초과
서울특별시 강남구 역삼동,역삼푸르지오,2024-11-01,59.8848,225000,22.5,40-60㎡
서울특별시 강남구 역삼동,한스빌(836),2024-11-01,41.95,42500,4.25,40-60㎡
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-11-01,59.93,102000,10.2,40-60㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-11-01,114.15,525000,52.5,85-120㎡
서울특별시 강남구 청담동,청담자이,2024-11-01,90.197,350000,35.0,85-120㎡
서울특별시 강남구 청담동,청담자이,2024-11-01,89.356,410000,41.0,85-120㎡
서울특별시 강남구 삼성동,LG선릉에클라트(B),2024-11-01,56.68,107000,10.7,40-60㎡
서울특별시 강남구 논현동,동양파라곤,2024-11-01,160.33,370000,37.0,120㎡ 초과
서울특별시 강남구 역삼동,역삼래미안,2024-11-01,59.4,225000,22.5,40-60㎡
서울특별시 강남구 수서동,신동아,2024-11-01,33.18,96000,9.6,40㎡ 이하
서울특별시 강남구 역삼동,역삼자이,2024-11-01,114.5958,320000,32.0,85-120㎡
서울특별시 강남구 대치동,은마,2024-11-01,76.79,257500,25.75,60-85㎡
서울특별시 강남구 논현동,더원센트럴,2024-11-01,27.14,40000,4.0,40㎡ 이하
서울특별시 강남구 역삼동,역삼래미안,2024-11-01,59.4,227000,22.7,40-60㎡
서울특별시 강남구 일원동,우성7,2024-11-01,84.06,239000,23.9,60-85㎡
서울특별시 강남구 개포동,현대2,2024-11-01,165.08,380000,38.0,120㎡ 초과
서울특별시 강남구 압구정동,신현대11차,2024-11-01,171.43,730000,73.0,120㎡ 초과
서울특별시 강남구 압구정동,신현대12차,2024-11-01,170.38,705000,70.5,120㎡ 초과
서울특별시 강남구 일원동,디에이치자이개포,2024-11-01,84.94,330000,33.0,60-85㎡
서울특별시 강남구 신사동,로데오현대,2024-11-01,55.08,119000,11.9,40-60㎡
서울특별시 강남구 도곡동,우성4,2024-11-01,152.74,400000,40.0,120㎡ 초과
서울특별시 강남구 역삼동,브라운스톤역삼,2024-11-01,59.96,92000,9.2,40-60㎡
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-11-01,84.39,122000,12.2,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-11-01,59.53,217000,21.7,40-60㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-11-01,84.3558,330000,33.0,60-85㎡
서울특별시 강남구 개포동,개포주공5단지,2024-11-01,83.17,333000,33.3,60-85㎡
서울특별시 강남구 일원동,한솔마을,2024-11-01,84.73,232000,23.2,60-85㎡
서울특별시 강남구 대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",2024-11-01,115.59,330000,33.0,85-120㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-11-01,151.27,524000,52.4,120㎡ 초과
서울특별시 강남구 수서동,동익,2024-11-01,84.46,163000,16.3,60-85㎡
서울특별시 강남구 수서동,동익,2024-11-01,84.46,163000,16.3,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-11-01,114.93,280000,28.0,85-120㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-11-01,59.76,163500,16.35,40-60㎡
서울특별시 강남구 자곡동,강남자곡아이파크,2024-11-01,59.96,137000,13.7,40-60㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-11-01,84.357,325000,32.5,60-85㎡
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),2024-11-01,163.67,630000,63.0,120㎡ 초과
서울특별시 강남구 도곡동,한신(개포),2024-11-01,59.48,249000,24.9,40-60㎡
서울특별시 강남구 청담동,청담자이,2024-11-01,49.619,218000,21.8,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-11-01,59.76,160000,16.0,40-60㎡
서울특별시 강남구 역삼동,대우디오빌,2024-11-01,59.505,84000,8.4,40-60㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-11-01,128.01,415000,41.5,120㎡ 초과
서울특별시 강남구 청담동,청담대림이-편한세상,2024-11-01,81.84,199000,19.9,60-85㎡
서울특별시 강남구 개포동,우성8,2024-11-01,79.61,219000,21.9,60-85㎡
서울특별시 강남구 역삼동,e-편한세상,2024-11-01,59.606,230000,23.0,40-60㎡
서울특별시 강남구 논현동,마일스디오빌,2024-11-01,36.29,41000,4.1,40㎡ 이하
서울특별시 강남구 대치동,은마,2024-11-01,76.79,270000,27.0,60-85㎡
서울특별시 강남구 대치동,은마,2024-11-01,76.79,258500,25.85,60-85㎡
서울특별시 강남구 개포동,우성8,2024-11-01,79.61,219000,21.9,60-85㎡
서울특별시 강남구 개포동,우성8,2024-11-01,79.61,219000,21.9,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-11-01,99.919,345000,34.5,85-120㎡
서울특별시 강남구 개포동,개포주공6단지,2024-11-01,60.13,260000,26.0,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-11-01,53.06,234500,23.45,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-11-01,59.76,164000,16.4,40-60㎡
서울특별시 강남구 청담동,청담건영,2024-11-01,84.595,272000,27.2,60-85㎡
서울특별시 강남구 청담동,청담4차이-편한세상,2024-11-01,84.57,218000,21.8,60-85㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-10-01,128.01,420000,42.0,120㎡ 초과
서울특별시 강남구 대치동,동부센트레빌,2024-10-01,145.83,490000,49.0,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-10-01,84.43,290000,29.0,60-85㎡
서울특별시 강남구 역삼동,테헤란아이파크,2024-10-01,92.6232,282000,28.2,85-120㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-10-01,84.73,319000,31.9,60-85㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-10-01,128.01,420000,42.0,120㎡ 초과
서울특별시 강남구 자곡동,강남한양수자인(4단지),2024-10-01,114.32,181000,18.1,85-120㎡
서울특별시 강남구 삼성동,삼성동센트럴아이파크,2024-10-01,84.98,326000,32.6,60-85㎡
서울특별시 강남구 청담동,삼성청담공원아파트,2024-10-01,84.96,177000,17.7,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-10-01,80.87,264000,26.4,60-85㎡
서울특별시 강남구 청담동,현대아파트,2024-10-01,84.78,178000,17.8,60-85㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-10-01,84.99,274500,27.45,60-85㎡
서울특별시 강남구 역삼동,개나리래미안,2024-10-01,59.7,238000,23.8,40-60㎡
서울특별시 강남구 압구정동,신현대9차,2024-10-01,111.38,490000,49.0,85-120㎡
서울특별시 강남구 청담동,현대아파트(75-1),2024-10-01,159.08,380000,38.0,120㎡ 초과
서울특별시 강남구 삼성동,포스코트,2024-10-01,154.24,315000,31.5,120㎡ 초과
서울특별시 강남구 대치동,개포우성2,2024-10-01,127.78,439000,43.9,120㎡ 초과
